# Groups associated with records, within table '/Users/cliftonbdemesquita/Documents/GitHub/SunflowerG/data/otu_table_16S.txt'
# Based on groups table '/Users/cliftonbdemesquita/Desktop/FAPROTAX_1.2.9/FAPROTAX.txt'
# Generated on: 2026.01.07 18:10:38
# Used command:
#   /Users/cliftonbdemesquita/Desktop/FAPROTAX_1.2.9/collapse_table.py -i /Users/cliftonbdemesquita/Documents/GitHub/SunflowerG/data/otu_table_16S.txt -o /Users/cliftonbdemesquita/Documents/GitHub/SunflowerG/data/func_table.tsv -g /Users/cliftonbdemesquita/Desktop/FAPROTAX_1.2.9/FAPROTAX.txt -d taxonomy -c '#' -v --out_groups2records_table /Users/cliftonbdemesquita/Documents/GitHub/SunflowerG/data/otu_faprotax_output.txt --out_groups2records_table_dense /Users/cliftonbdemesquita/Documents/GitHub/SunflowerG/data/otu_faprotax_output_long.txt
#
# Summary:
#   Loaded 92 groups comprising 8355 members (5060 unique members)
#   Established 6905 assignments of records to groups
#   15660 out of 19274 records could not be assigned to any group (leftovers)
#   Number of groups represented: 44
#
record	group
"Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,mle1-7,OTU_1202"	aerobic_ammonia_oxidation,nitrification
"Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,OTU_4386"	
"Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Dactylosporangium,OTU_898"	aerobic_chemoheterotrophy,chemoheterotrophy
"Bacteria,Chloroflexi,Anaerolineae,SBR1031,NA,NA,OTU_3776"	
"Bacteria,Proteobacteria,NA,NA,NA,NA,OTU_12641"	
"Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,NA,NA,OTU_12570"	
"Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,JCM 18997,OTU_5337"	
"Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,NA,OTU_2667"	
"Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,NA,NA,OTU_370"	
"Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,OTU_4578"	
"Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Sporichthyaceae,NA,OTU_1439"	
"Bacteria,Proteobacteria,NA,NA,NA,NA,OTU_10958"	
"Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,NA,OTU_2530"	
"Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,ADurb.Bin063-1,OTU_819"	
"Bacteria,Actinobacteriota,Actinobacteria,0319-7L14,NA,NA,OTU_6029"	
"Bacteria,Acidobacteriota,Holophagae,Subgroup 7,NA,NA,OTU_3455"	
"Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,OTU_8029"	aerobic_chemoheterotrophy,chemoheterotrophy
"Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,OTU_1244"	aerobic_chemoheterotrophy,chemoheterotrophy
"Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,NA,NA,OTU_18886"	
"Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,OTU_6073"	aerobic_chemoheterotrophy,chemoheterotrophy
"Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,OTU_3839"	aerobic_chemoheterotrophy,chemoheterotrophy
"Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,OTU_9858"	
"Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,TRA3-20,NA,OTU_772"	
"Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,OTU_2228"	
"Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,OTU_2849"	aerobic_chemoheterotrophy,chemoheterotrophy
"Bacteria,Actinobacteriota,Actinobacteria,Streptomycetales,Streptomycetaceae,NA,OTU_4183"	
"Bacteria,Myxococcota,Myxococcia,Myxococcales,Anaeromyxobacteraceae,Anaeromyxobacter,OTU_7038"	
"Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,NA,OTU_692"	
"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,NA,OTU_15592"	
"Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,OTU_1542"	aerobic_chemoheterotrophy,chemoheterotrophy
"Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,NA,OTU_4191"	
"Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,NA,NA,OTU_1553"	
"Bacteria,Abditibacteriota,Abditibacteria,Abditibacteriales,Abditibacteriaceae,Abditibacterium,OTU_2047"	
"Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,OTU_835"	aerobic_chemoheterotrophy,chemoheterotrophy
"Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,RB41,OTU_1633"	
"Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Iamiaceae,Iamia,OTU_17686"	
"Bacteria,Armatimonadota,Chthonomonadetes,Chthonomonadales,Chthonomonadaceae,Chthonomonas,OTU_14533"	
"Bacteria,Acidobacteriota,Subgroup 25,NA,NA,NA,OTU_11271"	
"Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Microvirga,OTU_391"	aerobic_chemoheterotrophy,chemoheterotrophy
"Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,OTU_17897"	
"Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup 10,OTU_116"	
"Bacteria,Actinobacteriota,Actinobacteria,Frankiales,NA,NA,OTU_885"	
"Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Ellin6067,OTU_975"	aerobic_ammonia_oxidation,nitrification
"Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,SC-I-84,NA,OTU_8539"	
"Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Solimonadaceae,Polycyclovorans,OTU_12723"	
"Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Crossiella,OTU_544"	aerobic_chemoheterotrophy,chemoheterotrophy
"Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella,OTU_17155"	
"Bacteria,Actinobacteriota,Acidimicrobiia,IMCC26256,NA,NA,OTU_17906"	
"Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA,OTU_2177"	
"Bacteria,Actinobacteriota,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Planotetraspora,OTU_3130"	
"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,P3OB-42,OTU_18578"	
"Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acidiphilium,OTU_3601"	aerobic_chemoheterotrophy,chemoheterotrophy
"Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Rhodopila,OTU_2634"	photoheterotrophy,phototrophy
"Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,RB41,OTU_2026"	
"Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Edaphobaculum,OTU_441"	
"Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,NA,OTU_351"	chemoheterotrophy
"Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,OTU_4859"	aerobic_chemoheterotrophy,chemoheterotrophy
"Bacteria,Gemmatimonadota,BD2-11 terrestrial group,NA,NA,NA,OTU_5128"	
"Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Ellin517,OTU_1547"	
"Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,OTU_565"	aerobic_chemoheterotrophy,chemoheterotrophy
"Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,NA,OTU_337"	
"Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Opitutus,OTU_2484"	fermentation,nitrate_reduction,chemoheterotrophy
"Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,OTU_4032"	
"Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,OTU_3715"	
"Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,Vicinamibacter,OTU_1590"	chemoheterotrophy
"Bacteria,Elusimicrobiota,Lineage IIb,NA,NA,NA,OTU_5842"	
"Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA,OTU_16396"	
"Archaea,Thermoplasmatota,Thermoplasmata,Marine Group II,NA,NA,OTU_1095"	
"Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,OTU_3487"	
"Bacteria,Actinobacteriota,Actinobacteria,NA,NA,NA,OTU_3764"	
"Bacteria,Gemmatimonadota,S0134 terrestrial group,NA,NA,NA,OTU_8677"	
"Bacteria,NA,NA,NA,NA,NA,OTU_21148"	
"Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Opitutus,OTU_1049"	fermentation,nitrate_reduction,chemoheterotrophy
"Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,Azospirillaceae,Skermanella,OTU_20839"	fermentation,aerobic_chemoheterotrophy,chemoheterotrophy
"Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,NA,OTU_2856"	
"Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,OTU_4045"	
"Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Altererythrobacter,OTU_11334"	aerobic_chemoheterotrophy,chemoheterotrophy
"Bacteria,Planctomycetota,OM190,NA,NA,NA,OTU_20012"	
"Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA,OTU_1511"	
"Bacteria,Chloroflexi,Ktedonobacteria,C0119,NA,NA,OTU_4337"	
"Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Dyadobacter,OTU_3682"	
"Bacteria,NA,NA,NA,NA,NA,OTU_3965"	
"Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,NA,OTU_2114"	
"Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA,OTU_17365"	
"Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,NA,OTU_1077"	
"Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,OTU_6225"	nitrogen_fixation,aerobic_chemoheterotrophy,ureolysis,chemoheterotrophy
"Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,NA,NA,OTU_1827"	
"Bacteria,Myxococcota,Polyangia,mle1-27,NA,NA,OTU_17790"	
"Bacteria,Acidobacteriota,Acidobacteriae,Solibacterales,Solibacteraceae,Candidatus Solibacter,OTU_2853"	
"Bacteria,Elusimicrobiota,Lineage IIb,NA,NA,NA,OTU_10094"	
"Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA,OTU_3540"	aerobic_chemoheterotrophy,chemoheterotrophy
"Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,NA,OTU_7675"	
"Bacteria,Acidobacteriota,Holophagae,Subgroup 7,NA,NA,OTU_3491"	
"Bacteria,Acidobacteriota,Blastocatellia,11-24,NA,NA,OTU_499"	
"Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,NA,NA,OTU_10265"	
"Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,NA,OTU_991"	
"Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Chelativorans,OTU_14378"	
"Bacteria,Actinobacteriota,Thermoleophilia,NA,NA,NA,OTU_6892"	
"Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,OTU_4469"	predatory_or_exoparasitic
"Bacteria,Actinobacteriota,MB-A2-108,NA,NA,NA,OTU_8873"	
"Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,NA,OTU_1515"	
"Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,NA,OTU_1009"	
"Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,NA,NA,OTU_2798"	
"Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,NA,NA,OTU_8354"	
"Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophaga,OTU_2313"	
"Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Parafilimonas,OTU_1176"	
"Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Asanoa,OTU_341"	
"Bacteria,Proteobacteria,Alphaproteobacteria,Tistrellales,Geminicoccaceae,NA,OTU_20251"	
"Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,NA,NA,OTU_1761"	
"Bacteria,Acidobacteriota,Holophagae,Subgroup 7,NA,NA,OTU_1715"	
"Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,OTU_353"	
"Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,OTU_5319"	
"Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrocosmicus,OTU_322"	aerobic_ammonia_oxidation,nitrification
"Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,NA,NA,OTU_6753"	
"Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Rhodopila,OTU_3697"	photoheterotrophy,phototrophy
"Bacteria,Acidobacteriota,Subgroup 22,NA,NA,NA,OTU_2468"	
"Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,Luteitalea,OTU_801"	chemoheterotrophy
"Bacteria,Acidobacteriota,Subgroup 5,NA,NA,NA,OTU_2770"	
"Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,Blastocatella,OTU_5851"	
"Bacteria,Actinobacteriota,Acidimicrobiia,NA,NA,NA,OTU_2797"	
"Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,OTU_649"	aerobic_chemoheterotrophy,chemoheterotrophy
"Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA,OTU_424"	
"Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,NA,OTU_5200"	
"Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA,OTU_1423"	
"Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,OLB12,OTU_11192"	
"Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup 10,OTU_20188"	
"Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Sutterellaceae,NA,OTU_1811"	
"Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Amnibacterium,OTU_20615"	aerobic_chemoheterotrophy,chemoheterotrophy
"Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,NA,OTU_3034"	
"Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,OTU_8830"	aerobic_chemoheterotrophy,chemoheterotrophy
"Bacteria,Chloroflexi,Ktedonobacteria,C0119,NA,NA,OTU_9946"	
"Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,OTU_1039"	aerobic_chemoheterotrophy,chemoheterotrophy
"Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,CL500-29 marine group,OTU_2627"	
"Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,OTU_14339"	
"Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Iamiaceae,Iamia,OTU_1061"	
"Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavisolibacter,OTU_2070"	
"Bacteria,Elusimicrobiota,Lineage IIb,NA,NA,NA,OTU_4735"	
"Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,NA,OTU_2382"	
"Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales Incertae Sedis,Nordella,OTU_2153"	
"Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,Ohtaekwangia,OTU_3329"	
"Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,NA,OTU_5673"	
"Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,NA,OTU_1721"	
"Bacteria,Actinobacteriota,Actinobacteria,Glycomycetales,Glycomycetaceae,Glycomyces,OTU_1482"	
"Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Ellin516,OTU_1222"	
"Bacteria,Bacteroidota,Kapabacteria,Kapabacteriales,NA,NA,OTU_5123"	
"Bacteria,Chloroflexi,Dehalococcoidia,S085,NA,NA,OTU_7294"	
"Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,Tepidisphaeraceae,NA,OTU_5808"	
"Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,NA,OTU_10920"	
"Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Dactylosporangium,OTU_509"	aerobic_chemoheterotrophy,chemoheterotrophy
"Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,OTU_1781"	aerobic_chemoheterotrophy,chemoheterotrophy
"Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,NA,OTU_13372"	chemoheterotrophy
"Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Fimbriiglobus,OTU_15080"	
"Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,OTU_1843"	aerobic_chemoheterotrophy,chemoheterotrophy
"Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,OTU_11051"	
"Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,NA,NA,OTU_3552"	
"Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,Ohtaekwangia,OTU_6809"	
"Bacteria,Chloroflexi,KD4-96,NA,NA,NA,OTU_2437"	
"Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,NA,NA,OTU_1754"	
"Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,TRA3-20,NA,OTU_5033"	
"Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,OTU_3129"	
"Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup 10,OTU_1295"	
"Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Conexibacter,OTU_20420"	
"Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,Steroidobacter,OTU_1134"	
"Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA,OTU_2727"	chemoheterotrophy
"Bacteria,SAR324 clade(Marine group B),NA,NA,NA,NA,OTU_4826"	
"Bacteria,Acidobacteriota,Acidobacteriae,Paludibaculum,NA,NA,OTU_681"	
"Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Lechevalieria,OTU_2122"	
"Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,OTU_4707"	aerobic_chemoheterotrophy,chemoheterotrophy
"Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavisolibacter,OTU_9925"	
"Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,OTU_3049"	
"Bacteria,RCP2-54,NA,NA,NA,NA,OTU_9447"	
"Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,Steroidobacter,OTU_899"	
"Bacteria,Acidobacteriota,Acidobacteriae,Solibacterales,Solibacteraceae,Candidatus Solibacter,OTU_1920"	
"Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA,OTU_457"	chemoheterotrophy
"Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella,OTU_1610"	
"Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,NA,NA,OTU_1364"	
"Bacteria,Acidobacteriota,Blastocatellia,11-24,NA,NA,OTU_1869"	
"Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,OTU_1550"	
"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,NA,OTU_3916"	
"Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,OTU_874"	predatory_or_exoparasitic
"Bacteria,Chloroflexi,TK10,NA,NA,NA,OTU_666"	
"Bacteria,Myxococcota,Polyangia,Polyangiales,BIrii41,NA,OTU_5096"	
"Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,NA,OTU_691"	chemoheterotrophy
"Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS 17,NA,OTU_3366"	
"Bacteria,Actinobacteriota,Acidimicrobiia,NA,NA,NA,OTU_788"	
"Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella,OTU_15420"	
"Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,I-8,OTU_12831"	
"Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,OTU_4555"	
"Bacteria,Actinobacteriota,Acidimicrobiia,NA,NA,NA,OTU_10019"	
"Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,OTU_807"	
"Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA,OTU_2673"	
"Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,NA,NA,OTU_2148"	
"Bacteria,Chloroflexi,Ktedonobacteria,C0119,NA,NA,OTU_15120"	
"Bacteria,Entotheonellaeota,Entotheonellia,Entotheonellales,Entotheonellaceae,NA,OTU_1604"	
"Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,Steroidobacter,OTU_9413"	
"Bacteria,Acidobacteriota,Acidobacteriae,Solibacterales,Solibacteraceae,Candidatus Solibacter,OTU_1173"	
"Bacteria,Chloroflexi,TK10,NA,NA,NA,OTU_17904"	
"Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Ellin516,OTU_416"	
"Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA,OTU_2104"	
"Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,NS11-12 marine group,NA,OTU_11487"	
"Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,NA,OTU_3587"	
"Bacteria,Actinobacteriota,Acidimicrobiia,IMCC26256,NA,NA,OTU_11661"	
"Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Edaphobaculum,OTU_1182"	
"Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,OTU_1961"	
"Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,NA,NA,OTU_1956"	
"Archaea,Thermoplasmatota,Thermoplasmata,Marine Group II,NA,NA,OTU_1863"	
"Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Candidatus Udaeobacter,OTU_367"	
"Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Conexibacter,OTU_2793"	
"Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,OTU_2967"	
"Bacteria,Gemmatimonadota,S0134 terrestrial group,NA,NA,NA,OTU_1130"	
"Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,MND1,OTU_5245"	aerobic_ammonia_oxidation,nitrification
"Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Crossiella,OTU_1476"	aerobic_chemoheterotrophy,chemoheterotrophy
"Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),Occallatibacter,OTU_3032"	
"Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,OTU_520"	
"Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,OTU_13633"	
"Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter,OTU_7227"	aerobic_chemoheterotrophy,chemoheterotrophy
"Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA,OTU_1079"	
"Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,NA,NA,OTU_4494"	
"Bacteria,Entotheonellaeota,Entotheonellia,Entotheonellales,Entotheonellaceae,NA,OTU_1186"	
"Bacteria,Actinobacteriota,MB-A2-108,NA,NA,NA,OTU_2711"	
"Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,OTU_13257"	
"Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,OTU_671"	aerobic_chemoheterotrophy,chemoheterotrophy
"Bacteria,Armatimonadota,NA,NA,NA,NA,OTU_6645"	
"Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,OTU_18601"	
"Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,OTU_2305"	
"Bacteria,Myxococcota,Polyangia,Polyangiales,BIrii41,NA,OTU_3464"	
"Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,NA,OTU_562"	chemoheterotrophy
"Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,OTU_3622"	animal_parasites_or_symbionts
"Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,NA,OTU_1641"	
